Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed
26354,05-01-2023 05:00,01-03-2023 01:00,03-01-2023 02:11,Bangalore,149,KIDNAPPING,70,M,Other,Other Crime,3,Yes,09-02-2023 05:00
26355,04-01-2023 06:00,01-03-2023 02:00,03-01-2023 20:15,Pune,349,SEXUAL ASSAULT,74,M,Explosives,Violent Crime,10,No,
26356,05-01-2023 16:00,01-03-2023 03:00,04-01-2023 02:33,Bangalore,515,COUNTERFEITING,42,X,Explosives,Other Crime,14,No,
26357,05-01-2023 21:00,01-03-2023 04:00,03-01-2023 14:12,Ludhiana,432,VEHICLE - STOLEN,67,M,None,Violent Crime,3,Yes,12-01-2023 21:00
26358,04-01-2023 11:00,01-03-2023 05:00,03-01-2023 21:16,Mumbai,359,EXTORTION,65,X,Knife,Other Crime,18,Yes,01-04-2023 11:00
26359,05-01-2023 00:00,01-03-2023 06:00,03-01-2023 06:46,Agra,127,HOMICIDE,31,M,Firearm,Other Crime,7,Yes,05-06-2024 00:00
26360,03-01-2023 12:00,01-03-2023 07:00,03-01-2023 10:17,Ghaziabad,244,FIREARM OFFENSE,76,F,Blunt Object,Fire Accident,19,Yes,24-03-2023 12:00
26361,04-01-2023 22:00,01-03-2023 08:00,04-01-2023 03:57,Nagpur,531,HOMICIDE,70,X,Poison,Other Crime,17,No,
26362,05-01-2023 07:00,01-03-2023 09:00,04-01-2023 05:37,Meerut,483,DRUG OFFENSE,64,M,Blunt Object,Other Crime,5,Yes,27-01-2023 07:00
26363,05-01-2023 23:00,01-03-2023 10:00,03-01-2023 15:52,Bangalore,534,IDENTITY THEFT,71,M,Blunt Object,Violent Crime,14,No,
26364,05-01-2023 20:00,01-03-2023 11:00,04-01-2023 02:30,Mumbai,351,VEHICLE - STOLEN,73,F,Firearm,Violent Crime,17,Yes,30-03-2023 20:00
26365,05-01-2023 23:00,01-03-2023 12:00,04-01-2023 09:04,Bangalore,317,PUBLIC INTOXICATION,70,M,Blunt Object,Other Crime,2,No,
26366,03-01-2023 14:00,01-03-2023 13:00,04-01-2023 09:41,Bhopal,255,CYBERCRIME,34,X,Knife,Other Crime,13,Yes,16-01-2023 14:00
26367,05-01-2023 11:00,01-03-2023 14:00,03-01-2023 19:37,Bangalore,536,VEHICLE - STOLEN,71,M,Knife,Violent Crime,2,Yes,25-02-2023 11:00
26368,05-01-2023 17:00,01-03-2023 15:00,04-01-2023 07:12,Nagpur,293,CYBERCRIME,11,X,Other,Other Crime,13,No,
26369,04-01-2023 06:00,01-03-2023 16:00,04-01-2023 13:01,Pune,404,CYBERCRIME,16,X,Knife,Other Crime,5,No,
26370,05-01-2023 05:00,01-03-2023 17:00,04-01-2023 05:29,Delhi,576,IDENTITY THEFT,49,M,Firearm,Violent Crime,13,No,
26371,04-01-2023 10:00,01-03-2023 18:00,04-01-2023 05:09,Hyderabad,145,VANDALISM,68,M,Explosives,Other Crime,19,No,
26372,05-01-2023 23:00,01-03-2023 19:00,04-01-2023 07:51,Agra,104,KIDNAPPING,60,F,Blunt Object,Other Crime,6,No,
26373,05-01-2023 00:00,01-03-2023 20:00,04-01-2023 11:06,Delhi,135,CYBERCRIME,72,F,Blunt Object,Other Crime,6,No,
26374,06-01-2023 17:00,01-03-2023 21:00,04-01-2023 12:57,Surat,487,CYBERCRIME,53,M,Other,Other Crime,17,Yes,07-02-2023 17:00
26375,04-01-2023 15:00,01-03-2023 22:00,04-01-2023 06:47,Delhi,163,IDENTITY THEFT,70,F,Explosives,Violent Crime,18,Yes,18-01-2023 15:00
26376,04-01-2023 02:00,01-03-2023 23:00,04-01-2023 06:04,Kolkata,319,FRAUD,53,X,Explosives,Other Crime,5,No,
26377,04-01-2023 19:00,01-04-2023 00:00,04-01-2023 02:32,Lucknow,487,TRAFFIC VIOLATION,21,M,Knife,Traffic Fatality,5,Yes,08-01-2023 19:00
26378,06-01-2023 09:00,01-04-2023 01:00,04-01-2023 06:49,Visakhapatnam,291,VEHICLE - STOLEN,75,F,Knife,Violent Crime,16,No,
26379,05-01-2023 05:00,01-04-2023 02:00,04-01-2023 22:50,Bangalore,368,SHOPLIFTING,69,X,None,Other Crime,7,No,
26380,06-01-2023 13:00,01-04-2023 03:00,04-01-2023 03:46,Hyderabad,512,PUBLIC INTOXICATION,65,M,None,Other Crime,3,No,
26381,04-01-2023 18:00,01-04-2023 04:00,04-01-2023 13:58,Mumbai,397,VANDALISM,10,F,Blunt Object,Other Crime,2,Yes,30-03-2023 18:00
26382,04-01-2023 18:00,01-04-2023 05:00,04-01-2023 07:10,Pune,555,HOMICIDE,27,F,Poison,Other Crime,3,Yes,21-02-2024 18:00
26383,05-01-2023 08:00,01-04-2023 06:00,04-01-2023 08:04,Ahmedabad,309,DOMESTIC VIOLENCE,36,F,Firearm,Violent Crime,14,Yes,01-02-2023 08:00
26384,05-01-2023 08:00,01-04-2023 07:00,04-01-2023 16:56,Mumbai,527,SHOPLIFTING,52,M,None,Other Crime,8,Yes,16-02-2023 08:00
26385,07-01-2023 02:00,01-04-2023 08:00,04-01-2023 22:44,Ludhiana,428,SEXUAL ASSAULT,20,F,None,Violent Crime,6,Yes,18-12-2024 02:00
26386,04-01-2023 10:00,01-04-2023 09:00,04-01-2023 20:07,Delhi,581,CYBERCRIME,20,F,Other,Other Crime,15,No,
26387,06-01-2023 16:00,01-04-2023 10:00,04-01-2023 11:44,Kolkata,444,SEXUAL ASSAULT,39,X,Other,Violent Crime,15,No,
26388,04-01-2023 14:00,01-04-2023 11:00,04-01-2023 16:05,Kolkata,320,FRAUD,69,F,Other,Other Crime,5,Yes,14-03-2023 14:00
26389,04-01-2023 22:00,01-04-2023 12:00,04-01-2023 14:41,Delhi,253,DRUG OFFENSE,31,F,Knife,Other Crime,18,Yes,26-03-2023 22:00
26390,06-01-2023 19:00,01-04-2023 13:00,05-01-2023 12:24,Delhi,549,SHOPLIFTING,59,F,None,Other Crime,16,No,
26391,07-01-2023 02:00,01-04-2023 14:00,05-01-2023 06:27,Bangalore,376,IDENTITY THEFT,49,X,Other,Violent Crime,17,Yes,02-03-2023 02:00
26392,06-01-2023 19:00,01-04-2023 15:00,05-01-2023 01:52,Bangalore,445,BURGLARY,74,M,None,Other Crime,7,Yes,27-06-2023 19:00
26393,05-01-2023 08:00,01-04-2023 16:00,05-01-2023 03:24,Mumbai,375,VANDALISM,17,X,Knife,Other Crime,13,No,
26394,04-01-2023 20:00,01-04-2023 17:00,04-01-2023 22:08,Delhi,352,ROBBERY,42,X,Poison,Violent Crime,4,Yes,30-06-2023 20:00
26395,07-01-2023 17:00,01-04-2023 18:00,05-01-2023 15:31,Kolkata,256,BURGLARY,70,F,Explosives,Other Crime,12,Yes,02-03-2023 17:00
26396,05-01-2023 19:00,01-04-2023 19:00,05-01-2023 06:04,Bangalore,441,TRAFFIC VIOLATION,46,M,Explosives,Traffic Fatality,11,No,
26397,06-01-2023 11:00,01-04-2023 20:00,05-01-2023 11:00,Hyderabad,459,FIREARM OFFENSE,58,F,Knife,Fire Accident,12,Yes,01-02-2023 11:00
26398,07-01-2023 16:00,01-04-2023 21:00,05-01-2023 10:19,Kolkata,380,ARSON,56,X,None,Fire Accident,11,No,
26399,07-01-2023 04:00,01-04-2023 22:00,05-01-2023 14:36,Bangalore,421,PUBLIC INTOXICATION,61,M,Explosives,Other Crime,19,No,
26400,07-01-2023 04:00,01-04-2023 23:00,05-01-2023 10:11,Bangalore,476,ILLEGAL POSSESSION,16,M,Knife,Other Crime,17,Yes,28-03-2023 04:00
26401,07-01-2023 14:00,01-05-2023 00:00,05-01-2023 17:26,Chennai,166,HOMICIDE,54,M,Other,Other Crime,5,Yes,26-07-2024 14:00
26402,06-01-2023 03:00,01-05-2023 01:00,05-01-2023 06:39,Mumbai,388,DOMESTIC VIOLENCE,73,M,Poison,Violent Crime,13,Yes,23-01-2023 03:00
26403,06-01-2023 21:00,01-05-2023 02:00,05-01-2023 20:48,Mumbai,387,DOMESTIC VIOLENCE,62,X,Explosives,Violent Crime,2,Yes,25-02-2023 21:00
26404,05-01-2023 21:00,01-05-2023 03:00,05-01-2023 18:25,Ahmedabad,395,BURGLARY,60,X,Poison,Other Crime,4,Yes,18-04-2023 21:00
26405,05-01-2023 17:00,01-05-2023 04:00,05-01-2023 06:29,Delhi,202,DOMESTIC VIOLENCE,56,M,Explosives,Violent Crime,6,Yes,08-02-2023 17:00
26406,05-01-2023 18:00,01-05-2023 05:00,05-01-2023 23:41,Surat,164,ARSON,40,M,Firearm,Fire Accident,5,No,
26407,06-01-2023 08:00,01-05-2023 06:00,06-01-2023 04:56,Delhi,503,IDENTITY THEFT,17,M,Other,Violent Crime,10,Yes,04-03-2023 08:00
26408,05-01-2023 08:00,01-05-2023 07:00,05-01-2023 12:34,Ahmedabad,536,VEHICLE - STOLEN,75,F,None,Violent Crime,2,No,
26409,06-01-2023 15:00,01-05-2023 08:00,05-01-2023 22:18,Pune,168,VANDALISM,44,X,Blunt Object,Other Crime,14,No,
26410,07-01-2023 16:00,01-05-2023 09:00,05-01-2023 11:36,Bangalore,272,COUNTERFEITING,34,F,None,Other Crime,3,Yes,16-02-2023 16:00
26411,07-01-2023 04:00,01-05-2023 10:00,05-01-2023 22:37,Mumbai,526,VEHICLE - STOLEN,38,M,Other,Violent Crime,16,Yes,14-02-2023 04:00
26412,07-01-2023 10:00,01-05-2023 11:00,05-01-2023 15:51,Kanpur,459,HOMICIDE,42,F,Blunt Object,Other Crime,17,Yes,11-01-2024 10:00
26413,06-01-2023 18:00,01-05-2023 12:00,05-01-2023 18:04,Kanpur,180,ILLEGAL POSSESSION,60,F,None,Other Crime,12,No,
26414,07-01-2023 02:00,01-05-2023 13:00,06-01-2023 07:34,Chennai,433,KIDNAPPING,73,M,Other,Other Crime,1,Yes,26-03-2023 02:00
26415,08-01-2023 05:00,01-05-2023 14:00,05-01-2023 23:12,Pune,114,VANDALISM,53,M,Knife,Other Crime,15,Yes,06-03-2023 05:00
26416,06-01-2023 07:00,01-05-2023 15:00,06-01-2023 08:33,Bangalore,227,ROBBERY,32,X,Firearm,Violent Crime,4,Yes,15-05-2023 07:00
26417,06-01-2023 22:00,01-05-2023 16:00,06-01-2023 03:27,Lucknow,325,ARSON,50,F,Knife,Fire Accident,19,No,
26418,05-01-2023 18:00,01-05-2023 17:00,05-01-2023 23:17,Pune,501,KIDNAPPING,24,X,Knife,Other Crime,1,No,
26419,06-01-2023 06:00,01-05-2023 18:00,06-01-2023 13:32,Agra,262,VANDALISM,47,F,Other,Other Crime,14,Yes,03-02-2023 06:00
26420,07-01-2023 11:00,01-05-2023 19:00,06-01-2023 01:19,Kolkata,448,FIREARM OFFENSE,18,M,Knife,Fire Accident,14,No,
26421,07-01-2023 09:00,01-05-2023 20:00,05-01-2023 23:00,Bangalore,505,ROBBERY,41,X,Poison,Violent Crime,18,No,
26422,08-01-2023 13:00,01-05-2023 21:00,05-01-2023 23:58,Pune,292,SHOPLIFTING,24,M,Blunt Object,Other Crime,12,Yes,02-02-2023 13:00
26423,08-01-2023 12:00,01-05-2023 22:00,06-01-2023 16:34,Ludhiana,362,PUBLIC INTOXICATION,78,M,None,Other Crime,2,Yes,27-01-2023 12:00
26424,06-01-2023 03:00,01-05-2023 23:00,06-01-2023 05:40,Kanpur,465,KIDNAPPING,16,X,Explosives,Other Crime,13,No,
26425,07-01-2023 13:00,01-06-2023 00:00,06-01-2023 15:06,Pune,271,SHOPLIFTING,63,F,Blunt Object,Other Crime,10,Yes,17-01-2023 13:00
26426,07-01-2023 19:00,01-06-2023 01:00,06-01-2023 06:09,Ahmedabad,460,COUNTERFEITING,65,M,Blunt Object,Other Crime,18,No,
26427,07-01-2023 23:00,01-06-2023 02:00,06-01-2023 06:17,Pune,319,ARSON,50,X,Poison,Fire Accident,15,Yes,21-03-2023 23:00
26428,07-01-2023 12:00,01-06-2023 03:00,06-01-2023 03:30,Bangalore,344,ILLEGAL POSSESSION,48,M,Poison,Other Crime,1,No,
26429,06-01-2023 18:00,01-06-2023 04:00,07-01-2023 03:14,Mumbai,371,ILLEGAL POSSESSION,20,X,Knife,Other Crime,3,No,
26430,07-01-2023 17:00,01-06-2023 05:00,06-01-2023 10:11,Hyderabad,397,ARSON,20,X,Other,Fire Accident,8,Yes,01-03-2023 17:00
26431,07-01-2023 07:00,01-06-2023 06:00,06-01-2023 12:32,Ghaziabad,556,HOMICIDE,32,X,None,Other Crime,3,Yes,18-10-2024 07:00
26432,08-01-2023 03:00,01-06-2023 07:00,06-01-2023 15:12,Bhopal,557,SHOPLIFTING,69,X,Poison,Other Crime,6,Yes,05-04-2023 03:00
26433,06-01-2023 12:00,01-06-2023 08:00,07-01-2023 03:40,Chennai,496,EXTORTION,55,M,Blunt Object,Other Crime,16,No,
26434,07-01-2023 06:00,01-06-2023 09:00,07-01-2023 06:33,Ahmedabad,588,PUBLIC INTOXICATION,37,M,Knife,Other Crime,8,Yes,10-01-2023 06:00
26435,07-01-2023 09:00,01-06-2023 10:00,06-01-2023 20:53,Jaipur,111,BURGLARY,48,X,Explosives,Other Crime,15,Yes,29-04-2023 09:00
26436,09-01-2023 00:00,01-06-2023 11:00,07-01-2023 02:15,Chennai,372,CYBERCRIME,79,M,Explosives,Other Crime,13,Yes,06-02-2023 00:00
26437,08-01-2023 01:00,01-06-2023 12:00,07-01-2023 11:32,Chennai,534,ARSON,51,X,Blunt Object,Fire Accident,14,No,
26438,06-01-2023 21:00,01-06-2023 13:00,07-01-2023 07:27,Chennai,101,DRUG OFFENSE,40,F,Poison,Other Crime,18,No,
26439,07-01-2023 17:00,01-06-2023 14:00,07-01-2023 07:04,Chennai,282,VEHICLE - STOLEN,45,M,None,Violent Crime,19,Yes,29-03-2023 17:00
26440,08-01-2023 20:00,01-06-2023 15:00,06-01-2023 21:14,Delhi,286,COUNTERFEITING,53,X,Knife,Other Crime,11,Yes,11-02-2023 20:00
26441,08-01-2023 01:00,01-06-2023 16:00,07-01-2023 14:37,Kolkata,269,ROBBERY,25,M,Explosives,Violent Crime,9,No,
26442,08-01-2023 04:00,01-06-2023 17:00,07-01-2023 00:01,Kolkata,519,DRUG OFFENSE,77,X,Firearm,Other Crime,19,No,
26443,08-01-2023 09:00,01-06-2023 18:00,07-01-2023 06:47,Nagpur,179,ARSON,31,M,Poison,Fire Accident,6,No,
26444,07-01-2023 13:00,01-06-2023 19:00,07-01-2023 06:09,Lucknow,233,HOMICIDE,38,F,Other,Other Crime,11,Yes,17-08-2024 13:00
26445,07-01-2023 16:00,01-06-2023 20:00,07-01-2023 06:48,Visakhapatnam,439,DOMESTIC VIOLENCE,55,F,Poison,Violent Crime,1,No,
26446,09-01-2023 15:00,01-06-2023 21:00,07-01-2023 01:25,Visakhapatnam,554,SEXUAL ASSAULT,52,M,Poison,Violent Crime,8,Yes,29-09-2024 15:00
26447,09-01-2023 01:00,01-06-2023 22:00,07-01-2023 19:35,Mumbai,486,KIDNAPPING,63,X,Poison,Other Crime,18,No,
26448,09-01-2023 21:00,01-06-2023 23:00,07-01-2023 15:57,Kolkata,496,ARSON,18,X,Knife,Fire Accident,10,Yes,02-04-2023 21:00
26449,09-01-2023 16:00,01-07-2023 00:00,07-01-2023 00:57,Chennai,141,VANDALISM,31,F,Firearm,Other Crime,15,No,
26450,09-01-2023 14:00,01-07-2023 01:00,07-01-2023 04:20,Delhi,258,SEXUAL ASSAULT,79,X,Knife,Violent Crime,11,Yes,03-10-2024 14:00
26451,09-01-2023 12:00,01-07-2023 02:00,07-01-2023 04:01,Hyderabad,467,DRUG OFFENSE,58,M,Other,Other Crime,9,No,
26452,09-01-2023 02:00,01-07-2023 03:00,07-01-2023 22:18,Pune,407,DOMESTIC VIOLENCE,77,X,None,Violent Crime,13,Yes,16-01-2023 02:00
26453,08-01-2023 11:00,01-07-2023 04:00,07-01-2023 18:01,Jaipur,572,VANDALISM,31,M,Firearm,Other Crime,18,Yes,05-03-2023 11:00
26454,09-01-2023 06:00,01-07-2023 05:00,07-01-2023 15:33,Mumbai,526,HOMICIDE,46,X,Knife,Other Crime,5,Yes,10-05-2024 06:00
26455,09-01-2023 10:00,01-07-2023 06:00,07-01-2023 09:21,Ahmedabad,215,HOMICIDE,31,F,Explosives,Other Crime,18,No,
26456,09-01-2023 12:00,01-07-2023 07:00,08-01-2023 00:17,Indore,190,DRUG OFFENSE,41,X,Explosives,Other Crime,16,Yes,20-03-2023 12:00
26457,08-01-2023 02:00,01-07-2023 08:00,07-01-2023 14:47,Mumbai,577,HOMICIDE,69,X,None,Other Crime,15,Yes,16-12-2024 02:00
26458,09-01-2023 02:00,01-07-2023 09:00,08-01-2023 05:17,Chennai,323,VEHICLE - STOLEN,54,F,Other,Violent Crime,14,Yes,14-03-2023 02:00
26459,09-01-2023 10:00,01-07-2023 10:00,07-01-2023 13:00,Lucknow,417,BURGLARY,46,F,None,Other Crime,1,No,
26460,10-01-2023 04:00,01-07-2023 11:00,07-01-2023 23:15,Kolkata,406,KIDNAPPING,32,M,Firearm,Other Crime,15,No,
26461,08-01-2023 05:00,01-07-2023 12:00,07-01-2023 22:36,Delhi,251,KIDNAPPING,24,X,Knife,Other Crime,17,Yes,17-01-2023 05:00
26462,10-01-2023 09:00,01-07-2023 13:00,08-01-2023 09:56,Thane,399,VEHICLE - STOLEN,22,X,Other,Violent Crime,16,No,
26463,09-01-2023 00:00,01-07-2023 14:00,08-01-2023 06:05,Kolkata,297,DOMESTIC VIOLENCE,45,X,Blunt Object,Violent Crime,1,No,
26464,09-01-2023 12:00,01-07-2023 15:00,08-01-2023 07:32,Kolkata,268,SHOPLIFTING,47,M,Blunt Object,Other Crime,11,No,
26465,09-01-2023 23:00,01-07-2023 16:00,08-01-2023 04:54,Ludhiana,599,ROBBERY,53,X,Other,Violent Crime,13,No,
26466,08-01-2023 16:00,01-07-2023 17:00,08-01-2023 15:29,Ludhiana,287,VEHICLE - STOLEN,47,F,Firearm,Violent Crime,1,Yes,05-04-2023 16:00
26467,09-01-2023 08:00,01-07-2023 18:00,08-01-2023 01:03,Bangalore,252,ARSON,45,X,Blunt Object,Fire Accident,12,No,
26468,08-01-2023 09:00,01-07-2023 19:00,08-01-2023 01:29,Kolkata,128,IDENTITY THEFT,32,M,Firearm,Violent Crime,1,Yes,16-01-2023 09:00
26469,08-01-2023 05:00,01-07-2023 20:00,08-01-2023 11:00,Chennai,285,FRAUD,59,M,Explosives,Other Crime,13,Yes,09-02-2023 05:00
26470,08-01-2023 22:00,01-07-2023 21:00,08-01-2023 20:26,Surat,316,EXTORTION,56,X,Poison,Other Crime,13,Yes,04-02-2023 22:00
26471,08-01-2023 16:00,01-07-2023 22:00,08-01-2023 08:32,Mumbai,121,SHOPLIFTING,10,X,Knife,Other Crime,6,No,
26472,10-01-2023 10:00,01-07-2023 23:00,08-01-2023 08:50,Pune,203,SEXUAL ASSAULT,19,X,Firearm,Violent Crime,1,No,
26473,10-01-2023 23:00,01-08-2023 00:00,08-01-2023 13:12,Hyderabad,452,ARSON,67,X,Knife,Fire Accident,1,No,
26474,10-01-2023 12:00,01-08-2023 01:00,08-01-2023 05:23,Thane,207,ILLEGAL POSSESSION,29,X,Other,Other Crime,3,Yes,27-02-2023 12:00
26475,10-01-2023 09:00,01-08-2023 02:00,08-01-2023 11:44,Nashik,431,EXTORTION,18,F,None,Other Crime,6,Yes,26-03-2023 09:00
26476,09-01-2023 11:00,01-08-2023 03:00,08-01-2023 03:23,Bangalore,108,ILLEGAL POSSESSION,12,M,None,Other Crime,13,No,
26477,10-01-2023 01:00,01-08-2023 04:00,08-01-2023 23:53,Bangalore,479,ROBBERY,26,M,None,Violent Crime,6,Yes,11-04-2023 01:00
26478,09-01-2023 06:00,01-08-2023 05:00,09-01-2023 04:07,Pune,479,ARSON,43,M,Explosives,Fire Accident,18,No,
26479,08-01-2023 22:00,01-08-2023 06:00,08-01-2023 07:31,Kanpur,449,BURGLARY,23,X,None,Other Crime,11,Yes,09-06-2023 22:00
26480,11-01-2023 06:00,01-08-2023 07:00,08-01-2023 11:19,Chennai,531,DOMESTIC VIOLENCE,39,X,Firearm,Violent Crime,1,Yes,30-01-2023 06:00
26481,10-01-2023 19:00,01-08-2023 08:00,08-01-2023 08:22,Delhi,357,COUNTERFEITING,25,F,Blunt Object,Other Crime,17,No,
26482,10-01-2023 10:00,01-08-2023 09:00,09-01-2023 02:29,Lucknow,560,PUBLIC INTOXICATION,28,F,Poison,Other Crime,19,Yes,21-01-2023 10:00
26483,09-01-2023 19:00,01-08-2023 10:00,08-01-2023 10:30,Kolkata,196,VEHICLE - STOLEN,79,X,Knife,Violent Crime,17,No,
26484,10-01-2023 05:00,01-08-2023 11:00,09-01-2023 02:44,Kolkata,339,EXTORTION,24,X,Explosives,Other Crime,5,Yes,02-04-2023 05:00
26485,09-01-2023 13:00,01-08-2023 12:00,09-01-2023 06:20,Delhi,564,DRUG OFFENSE,12,M,Blunt Object,Other Crime,19,No,
26486,10-01-2023 02:00,01-08-2023 13:00,09-01-2023 12:29,Patna,225,CYBERCRIME,56,F,Firearm,Other Crime,16,Yes,26-01-2023 02:00
26487,11-01-2023 12:00,01-08-2023 14:00,09-01-2023 00:21,Ludhiana,121,DRUG OFFENSE,37,M,Explosives,Other Crime,7,No,
26488,09-01-2023 22:00,01-08-2023 15:00,09-01-2023 04:16,Bangalore,280,HOMICIDE,20,M,Firearm,Other Crime,14,No,
26489,11-01-2023 11:00,01-08-2023 16:00,08-01-2023 20:43,Surat,262,BURGLARY,71,M,Knife,Other Crime,4,Yes,10-03-2023 11:00
26490,11-01-2023 16:00,01-08-2023 17:00,09-01-2023 05:26,Pune,127,VANDALISM,74,M,None,Other Crime,15,No,
26491,09-01-2023 07:00,01-08-2023 18:00,09-01-2023 00:43,Bangalore,540,KIDNAPPING,57,M,Firearm,Other Crime,15,Yes,02-03-2023 07:00
26492,10-01-2023 18:00,01-08-2023 19:00,09-01-2023 10:09,Rajkot,495,FIREARM OFFENSE,14,X,Other,Fire Accident,7,Yes,14-02-2023 18:00
26493,10-01-2023 21:00,01-08-2023 20:00,09-01-2023 06:27,Hyderabad,426,DRUG OFFENSE,17,X,Explosives,Other Crime,18,No,
26494,10-01-2023 05:00,01-08-2023 21:00,09-01-2023 04:50,Surat,137,EXTORTION,61,X,Explosives,Other Crime,18,Yes,05-03-2023 05:00
26495,11-01-2023 09:00,01-08-2023 22:00,09-01-2023 01:26,Kalyan,381,VEHICLE - STOLEN,50,X,Other,Violent Crime,7,No,
26496,11-01-2023 04:00,01-08-2023 23:00,09-01-2023 08:08,Delhi,576,TRAFFIC VIOLATION,40,X,None,Traffic Fatality,9,Yes,09-02-2023 04:00
26497,10-01-2023 21:00,01-09-2023 00:00,09-01-2023 08:30,Meerut,331,HOMICIDE,13,M,Firearm,Other Crime,4,No,
26498,09-01-2023 08:00,01-09-2023 01:00,09-01-2023 04:57,Pune,238,FRAUD,54,M,Explosives,Other Crime,8,No,
26499,11-01-2023 04:00,01-09-2023 02:00,09-01-2023 09:04,Bangalore,169,ARSON,34,M,Other,Fire Accident,10,No,
26500,09-01-2023 22:00,01-09-2023 03:00,09-01-2023 09:55,Mumbai,446,DRUG OFFENSE,30,F,Blunt Object,Other Crime,4,Yes,13-03-2023 22:00
26501,11-01-2023 07:00,01-09-2023 04:00,09-01-2023 22:59,Delhi,551,IDENTITY THEFT,79,X,Blunt Object,Violent Crime,4,Yes,24-01-2023 07:00
26502,09-01-2023 17:00,01-09-2023 05:00,10-01-2023 01:17,Mumbai,404,CYBERCRIME,17,F,Firearm,Other Crime,14,No,
26503,11-01-2023 04:00,01-09-2023 06:00,09-01-2023 07:07,Kolkata,113,SEXUAL ASSAULT,65,F,Explosives,Violent Crime,10,No,
26504,11-01-2023 01:00,01-09-2023 07:00,09-01-2023 07:39,Pune,459,EXTORTION,35,X,Other,Other Crime,14,No,
26505,09-01-2023 09:00,01-09-2023 08:00,10-01-2023 02:32,Bangalore,544,BURGLARY,37,F,Other,Other Crime,17,No,
26506,09-01-2023 22:00,01-09-2023 09:00,10-01-2023 06:06,Delhi,228,DRUG OFFENSE,36,M,Poison,Other Crime,12,Yes,21-02-2023 22:00
26507,11-01-2023 01:00,01-09-2023 10:00,09-01-2023 11:49,Delhi,156,COUNTERFEITING,66,M,Firearm,Other Crime,11,No,
26508,11-01-2023 13:00,01-09-2023 11:00,09-01-2023 22:24,Ahmedabad,220,FIREARM OFFENSE,69,F,Explosives,Fire Accident,2,No,
26509,10-01-2023 05:00,01-09-2023 12:00,10-01-2023 03:55,Kolkata,210,SHOPLIFTING,43,M,Blunt Object,Other Crime,7,Yes,30-03-2023 05:00
26510,10-01-2023 07:00,01-09-2023 13:00,09-01-2023 15:20,Bangalore,531,VANDALISM,73,M,Other,Other Crime,9,No,
26511,11-01-2023 11:00,01-09-2023 14:00,10-01-2023 06:57,Delhi,343,IDENTITY THEFT,71,F,Knife,Violent Crime,5,No,
26512,11-01-2023 06:00,01-09-2023 15:00,10-01-2023 03:54,Bangalore,539,VEHICLE - STOLEN,15,F,Poison,Violent Crime,10,Yes,18-03-2023 06:00
26513,10-01-2023 15:00,01-09-2023 16:00,10-01-2023 00:52,Surat,306,SHOPLIFTING,48,F,None,Other Crime,11,Yes,01-04-2023 15:00
26514,11-01-2023 05:00,01-09-2023 17:00,09-01-2023 22:58,Delhi,586,CYBERCRIME,65,F,Poison,Other Crime,3,No,
26515,10-01-2023 16:00,01-09-2023 18:00,10-01-2023 10:21,Thane,399,DOMESTIC VIOLENCE,70,X,Blunt Object,Violent Crime,6,Yes,20-02-2023 16:00
26516,11-01-2023 18:00,01-09-2023 19:00,09-01-2023 21:25,Kolkata,393,EXTORTION,79,M,Other,Other Crime,14,No,
26517,11-01-2023 01:00,01-09-2023 20:00,10-01-2023 09:54,Patna,121,ILLEGAL POSSESSION,32,X,Firearm,Other Crime,1,No,
26518,11-01-2023 18:00,01-09-2023 21:00,10-01-2023 17:36,Kanpur,520,DOMESTIC VIOLENCE,19,X,Other,Violent Crime,17,Yes,24-03-2023 18:00
26519,12-01-2023 01:00,01-09-2023 22:00,10-01-2023 19:44,Hyderabad,238,SEXUAL ASSAULT,74,F,Poison,Violent Crime,3,No,
26520,11-01-2023 04:00,01-09-2023 23:00,10-01-2023 07:52,Ghaziabad,534,EXTORTION,21,F,Explosives,Other Crime,2,No,
26521,11-01-2023 13:00,01-10-2023 00:00,10-01-2023 09:09,Nagpur,500,HOMICIDE,20,X,None,Other Crime,6,No,
26522,11-01-2023 10:00,01-10-2023 01:00,10-01-2023 03:48,Delhi,175,EXTORTION,27,M,Explosives,Other Crime,15,No,
26523,10-01-2023 07:00,01-10-2023 02:00,11-01-2023 01:19,Hyderabad,229,PUBLIC INTOXICATION,49,M,None,Other Crime,9,Yes,29-01-2023 07:00
26524,11-01-2023 08:00,01-10-2023 03:00,10-01-2023 20:27,Mumbai,426,SHOPLIFTING,10,M,Blunt Object,Other Crime,19,Yes,26-03-2023 08:00
26525,12-01-2023 17:00,01-10-2023 04:00,10-01-2023 23:53,Srinagar,524,FIREARM OFFENSE,16,M,Knife,Fire Accident,7,Yes,22-01-2023 17:00
26526,10-01-2023 17:00,01-10-2023 05:00,10-01-2023 23:06,Chennai,152,TRAFFIC VIOLATION,27,X,Knife,Traffic Fatality,17,Yes,16-01-2023 17:00
26527,12-01-2023 04:00,01-10-2023 06:00,10-01-2023 19:30,Nagpur,362,ARSON,39,F,Firearm,Fire Accident,14,Yes,27-03-2023 04:00
