Time_of_incidient,Year,Month,Weekday,Hour,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Police Deployed,Case Closed,Date Case Closed,Crime Domain_Fire Accident,Crime Domain_Other Crime,Crime Domain_Traffic Fatality,Crime Domain_Violent Crime,North_India,South_India,East_India,West_India,Central_India,lat,lon,Region,Weapon Category,Crime Domain
2022-12-22 11:29:00,2022,12,4,11,Kolkata,379,DOMESTIC VIOLENCE,73,0,Poison,14,1,12-03-2023 15:00,0.0,0.0,0.0,1.0,0,0,1,0,0,22.5726,88.3639,East,Other,Violent Crime
2023-01-01 07:35:00,2023,1,7,7,Hyderabad,351,EXTORTION,46,0,Knife,1,1,19-02-2023 22:00,0.0,1.0,0.0,0.0,0,0,0,0,0,17.385,78.4867,Unknown,Sharp,Other Crime
2023-01-01 17:03:00,2023,1,7,17,Nashik,197,ASSAULT,40,0,Blunt Object,5,0,Not Given,0.0,0.0,0.0,1.0,0,0,0,1,0,19.9975,73.7898,West,Blunt,Violent Crime
2023-01-01 06:23:00,2023,1,7,6,Chennai,303,TRAFFIC VIOLATION,27,0,Knife,4,0,Not Given,0.0,0.0,1.0,0.0,0,1,0,0,0,13.0827,80.2707,South,Sharp,Traffic Fatality
2023-01-01 16:43:00,2023,1,7,16,Srinagar,192,DRUG OFFENSE,54,1,Blunt Object,17,0,Not Given,0.0,1.0,0.0,0.0,1,0,0,0,0,34.0837,74.7973,North,Blunt,Other Crime
2023-01-01 14:02:00,2023,1,7,14,Faridabad,381,VANDALISM,50,1,Explosives,3,1,13-01-2023 00:00,0.0,1.0,0.0,0.0,1,0,0,0,0,28.4089,77.3178,North,Other,Other Crime
2023-01-02 00:41:00,2023,1,1,0,Kolkata,284,DOMESTIC VIOLENCE,48,2,Not Given,6,1,10-03-2023 03:00,0.0,0.0,0.0,1.0,0,0,1,0,0,22.5726,88.3639,East,Unknown,Violent Crime
2023-01-01 19:08:00,2023,1,7,19,Surat,301,DOMESTIC VIOLENCE,17,2,Firearm,9,1,27-02-2023 19:00,0.0,0.0,0.0,1.0,0,0,0,1,0,21.1702,72.8311,West,Gun,Violent Crime
2023-01-01 17:47:00,2023,1,7,17,Pune,562,EXTORTION,18,1,Knife,2,1,01-04-2023 11:00,0.0,1.0,0.0,0.0,0,0,0,1,0,18.5204,73.8567,West,Sharp,Other Crime
2023-01-01 14:16:00,2023,1,7,14,Delhi,394,EXTORTION,52,0,Blunt Object,18,1,02-04-2023 07:00,0.0,1.0,0.0,0.0,1,0,0,0,0,28.6139,77.209,North,Blunt,Other Crime
2023-01-02 01:09:00,2023,1,1,1,Bangalore,161,FIREARM OFFENSE,79,1,Blunt Object,8,0,Not Given,1.0,0.0,0.0,0.0,0,0,0,0,0,12.9716,77.5946,Unknown,Blunt,Fire Accident
2023-01-01 14:54:00,2023,1,7,14,Delhi,209,EXTORTION,14,2,Knife,8,0,Not Given,0.0,1.0,0.0,0.0,1,0,0,0,0,28.6139,77.209,North,Sharp,Other Crime
2023-01-01 14:05:00,2023,1,7,14,Hyderabad,521,VEHICLE - STOLEN,14,0,Firearm,13,0,Not Given,0.0,0.0,0.0,1.0,0,0,0,0,0,17.385,78.4867,Unknown,Gun,Violent Crime
2023-01-02 10:58:00,2023,1,1,10,Bangalore,258,DOMESTIC VIOLENCE,58,1,Other,6,0,Not Given,0.0,0.0,0.0,1.0,0,0,0,0,0,12.9716,77.5946,Unknown,Other,Violent Crime
2023-01-01 14:42:00,2023,1,7,14,Visakhapatnam,424,FIREARM OFFENSE,44,1,Explosives,4,1,30-03-2023 01:00,1.0,0.0,0.0,0.0,0,1,0,0,0,17.6868,83.2185,South,Other,Fire Accident
2023-01-02 13:17:00,2023,1,1,13,Jaipur,418,HOMICIDE,53,0,Firearm,8,0,Not Given,0.0,1.0,0.0,0.0,1,0,0,0,0,26.9124,75.7873,North,Gun,Other Crime
2023-01-02 07:50:00,2023,1,1,7,Pune,119,PUBLIC INTOXICATION,45,2,Explosives,7,1,22-01-2023 17:00,0.0,1.0,0.0,0.0,0,0,0,1,0,18.5204,73.8567,West,Other,Other Crime
2023-01-01 20:08:00,2023,1,7,20,Mumbai,116,SEXUAL ASSAULT,79,0,Poison,16,1,06-08-2024 14:00,0.0,0.0,0.0,1.0,0,0,0,1,0,19.076,72.8777,West,Other,Violent Crime
2023-01-02 07:57:00,2023,1,1,7,Lucknow,339,DRUG OFFENSE,29,1,Not Given,11,1,14-03-2023 09:00,0.0,1.0,0.0,0.0,1,0,0,0,0,26.8467,80.9462,North,Unknown,Other Crime
2023-01-02 08:47:00,2023,1,1,8,Pune,450,IDENTITY THEFT,13,2,Firearm,15,0,Not Given,0.0,0.0,0.0,1.0,0,0,0,1,0,18.5204,73.8567,West,Gun,Violent Crime
2023-01-01 22:19:00,2023,1,7,22,Ahmedabad,257,FIREARM OFFENSE,55,1,Knife,18,0,Not Given,1.0,0.0,0.0,0.0,0,0,0,1,0,23.0225,72.5714,West,Sharp,Fire Accident
2023-01-02 06:02:00,2023,1,1,6,Visakhapatnam,101,IDENTITY THEFT,79,1,Poison,8,0,Not Given,0.0,0.0,0.0,1.0,0,1,0,0,0,17.6868,83.2185,South,Other,Violent Crime
2023-01-02 21:53:00,2023,1,1,21,Indore,352,ILLEGAL POSSESSION,64,2,Poison,12,1,26-03-2023 14:00,0.0,1.0,0.0,0.0,0,0,0,0,1,22.7196,75.8577,Central,Other,Other Crime
2023-01-02 11:23:00,2023,1,1,11,Meerut,543,KIDNAPPING,60,1,Other,7,1,30-01-2023 20:00,0.0,1.0,0.0,0.0,1,0,0,0,0,28.9845,77.7064,North,Other,Other Crime
2023-01-02 11:53:00,2023,1,1,11,Thane,237,CYBERCRIME,66,1,Blunt Object,10,1,01-02-2023 23:00,0.0,1.0,0.0,0.0,0,0,0,1,0,19.2183,72.9781,West,Blunt,Other Crime
2023-01-02 13:29:00,2023,1,1,13,Patna,376,COUNTERFEITING,57,2,Firearm,9,1,10-01-2023 06:00,0.0,1.0,0.0,0.0,0,0,1,0,0,25.5941,85.1376,East,Gun,Other Crime
2023-01-02 06:31:00,2023,1,1,6,Bangalore,283,COUNTERFEITING,16,1,Explosives,6,1,18-01-2023 20:00,0.0,1.0,0.0,0.0,0,0,0,0,0,12.9716,77.5946,Unknown,Other,Other Crime
2023-01-02 15:54:00,2023,1,1,15,Pune,118,ASSAULT,62,2,Firearm,19,0,Not Given,0.0,0.0,0.0,1.0,0,0,0,1,0,18.5204,73.8567,West,Gun,Violent Crime
2023-01-02 16:46:00,2023,1,1,16,Nashik,342,CYBERCRIME,16,1,Blunt Object,14,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,1,0,19.9975,73.7898,West,Blunt,Other Crime
2023-01-02 23:37:00,2023,1,1,23,Kolkata,359,SEXUAL ASSAULT,45,1,Firearm,13,1,09-07-2024 22:00,0.0,0.0,0.0,1.0,0,0,1,0,0,22.5726,88.3639,East,Gun,Violent Crime
2023-01-03 03:59:00,2023,1,2,3,Mumbai,386,SEXUAL ASSAULT,46,0,Blunt Object,5,0,Not Given,0.0,0.0,0.0,1.0,0,0,0,1,0,19.076,72.8777,West,Blunt,Violent Crime
2023-01-03 03:35:00,2023,1,2,3,Mumbai,491,PUBLIC INTOXICATION,62,2,Poison,19,1,10-01-2023 06:00,0.0,1.0,0.0,0.0,0,0,0,1,0,19.076,72.8777,West,Other,Other Crime
2023-01-02 18:12:00,2023,1,1,18,Jaipur,123,IDENTITY THEFT,32,1,Other,16,1,30-01-2023 16:00,0.0,0.0,0.0,1.0,1,0,0,0,0,26.9124,75.7873,North,Other,Violent Crime
2023-01-03 07:19:00,2023,1,2,7,Bangalore,594,FIREARM OFFENSE,32,0,Blunt Object,10,1,18-03-2023 01:00,1.0,0.0,0.0,0.0,0,0,0,0,0,12.9716,77.5946,Unknown,Blunt,Fire Accident
2023-01-02 16:42:00,2023,1,1,16,Ludhiana,342,FIREARM OFFENSE,52,0,Knife,13,0,Not Given,1.0,0.0,0.0,0.0,1,0,0,0,0,30.9,75.8573,North,Sharp,Fire Accident
2023-01-03 07:36:00,2023,1,2,7,Hyderabad,364,FIREARM OFFENSE,28,2,Blunt Object,19,0,Not Given,1.0,0.0,0.0,0.0,0,0,0,0,0,17.385,78.4867,Unknown,Blunt,Fire Accident
2023-01-03 01:11:00,2023,1,2,1,Ahmedabad,522,SHOPLIFTING,28,2,Firearm,4,1,21-03-2023 22:00,0.0,1.0,0.0,0.0,0,0,0,1,0,23.0225,72.5714,West,Gun,Other Crime
2023-01-02 16:23:00,2023,1,1,16,Ahmedabad,208,KIDNAPPING,55,0,Knife,7,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,1,0,23.0225,72.5714,West,Sharp,Other Crime
2023-01-03 08:21:00,2023,1,2,8,Lucknow,518,PUBLIC INTOXICATION,69,1,Blunt Object,11,0,Not Given,0.0,1.0,0.0,0.0,1,0,0,0,0,26.8467,80.9462,North,Blunt,Other Crime
2023-01-03 07:19:00,2023,1,2,7,Chennai,522,VANDALISM,29,2,Firearm,10,1,04-02-2023 09:00,0.0,1.0,0.0,0.0,0,1,0,0,0,13.0827,80.2707,South,Gun,Other Crime
2023-01-03 08:25:00,2023,1,2,8,Kanpur,156,ARSON,78,2,Explosives,5,0,Not Given,1.0,0.0,0.0,0.0,1,0,0,0,0,26.4499,80.3319,North,Other,Fire Accident
2023-01-02 23:41:00,2023,1,1,23,Pune,101,DRUG OFFENSE,44,0,Explosives,10,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,1,0,18.5204,73.8567,West,Other,Other Crime
2023-01-02 20:46:00,2023,1,1,20,Mumbai,302,DRUG OFFENSE,32,0,Other,10,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,1,0,19.076,72.8777,West,Other,Other Crime
2023-01-03 17:54:00,2023,1,2,17,Visakhapatnam,573,IDENTITY THEFT,40,1,Not Given,14,1,22-03-2023 22:00,0.0,0.0,0.0,1.0,0,1,0,0,0,17.6868,83.2185,South,Unknown,Violent Crime
2023-01-02 20:18:00,2023,1,1,20,Ahmedabad,114,SHOPLIFTING,69,1,Blunt Object,9,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,1,0,23.0225,72.5714,West,Blunt,Other Crime
2023-01-03 15:47:00,2023,1,2,15,Kolkata,387,FRAUD,60,2,Other,17,0,Not Given,0.0,1.0,0.0,0.0,0,0,1,0,0,22.5726,88.3639,East,Other,Other Crime
2023-01-02 23:42:00,2023,1,1,23,Varanasi,475,ASSAULT,60,2,Not Given,15,0,Not Given,0.0,0.0,0.0,1.0,1,0,0,0,0,25.3176,82.9739,North,Unknown,Violent Crime
2023-01-03 06:59:00,2023,1,2,6,Mumbai,260,COUNTERFEITING,50,1,Blunt Object,14,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,1,0,19.076,72.8777,West,Blunt,Other Crime
2023-01-03 09:03:00,2023,1,2,9,Surat,597,DOMESTIC VIOLENCE,64,1,Poison,10,0,Not Given,0.0,0.0,0.0,1.0,0,0,0,1,0,21.1702,72.8311,West,Other,Violent Crime
2023-01-03 02:11:00,2023,1,2,2,Bangalore,149,KIDNAPPING,70,0,Other,3,1,09-02-2023 05:00,0.0,1.0,0.0,0.0,0,0,0,0,0,12.9716,77.5946,Unknown,Other,Other Crime
2023-01-03 20:15:00,2023,1,2,20,Pune,349,SEXUAL ASSAULT,74,0,Explosives,10,0,Not Given,0.0,0.0,0.0,1.0,0,0,0,1,0,18.5204,73.8567,West,Other,Violent Crime
2023-01-04 02:33:00,2023,1,3,2,Bangalore,515,COUNTERFEITING,42,2,Explosives,14,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,0,0,12.9716,77.5946,Unknown,Other,Other Crime
2023-01-03 14:12:00,2023,1,2,14,Ludhiana,432,VEHICLE - STOLEN,67,0,Not Given,3,1,12-01-2023 21:00,0.0,0.0,0.0,1.0,1,0,0,0,0,30.9,75.8573,North,Unknown,Violent Crime
2023-01-03 21:16:00,2023,1,2,21,Mumbai,359,EXTORTION,65,2,Knife,18,1,01-04-2023 11:00,0.0,1.0,0.0,0.0,0,0,0,1,0,19.076,72.8777,West,Sharp,Other Crime
2023-01-03 06:46:00,2023,1,2,6,Agra,127,HOMICIDE,31,0,Firearm,7,1,05-06-2024 00:00,0.0,1.0,0.0,0.0,1,0,0,0,0,27.1767,78.0081,North,Gun,Other Crime
2023-01-03 10:17:00,2023,1,2,10,Ghaziabad,244,FIREARM OFFENSE,76,1,Blunt Object,19,1,24-03-2023 12:00,1.0,0.0,0.0,0.0,1,0,0,0,0,28.6692,77.4538,North,Blunt,Fire Accident
2023-01-04 03:57:00,2023,1,3,3,Nagpur,531,HOMICIDE,70,2,Poison,17,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,0,1,21.1458,79.0882,Central,Other,Other Crime
2023-01-04 05:37:00,2023,1,3,5,Meerut,483,DRUG OFFENSE,64,0,Blunt Object,5,1,27-01-2023 07:00,0.0,1.0,0.0,0.0,1,0,0,0,0,28.9845,77.7064,North,Blunt,Other Crime
2023-01-03 15:52:00,2023,1,2,15,Bangalore,534,IDENTITY THEFT,71,0,Blunt Object,14,0,Not Given,0.0,0.0,0.0,1.0,0,0,0,0,0,12.9716,77.5946,Unknown,Blunt,Violent Crime
2023-01-04 02:30:00,2023,1,3,2,Mumbai,351,VEHICLE - STOLEN,73,1,Firearm,17,1,30-03-2023 20:00,0.0,0.0,0.0,1.0,0,0,0,1,0,19.076,72.8777,West,Gun,Violent Crime
2023-01-04 09:04:00,2023,1,3,9,Bangalore,317,PUBLIC INTOXICATION,70,0,Blunt Object,2,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,0,0,12.9716,77.5946,Unknown,Blunt,Other Crime
2023-01-04 09:41:00,2023,1,3,9,Bhopal,255,CYBERCRIME,34,2,Knife,13,1,16-01-2023 14:00,0.0,1.0,0.0,0.0,0,0,0,0,1,23.2599,77.4126,Central,Sharp,Other Crime
2023-01-03 19:37:00,2023,1,2,19,Bangalore,536,VEHICLE - STOLEN,71,0,Knife,2,1,25-02-2023 11:00,0.0,0.0,0.0,1.0,0,0,0,0,0,12.9716,77.5946,Unknown,Sharp,Violent Crime
2023-01-04 07:12:00,2023,1,3,7,Nagpur,293,CYBERCRIME,11,2,Other,13,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,0,1,21.1458,79.0882,Central,Other,Other Crime
2023-01-04 13:01:00,2023,1,3,13,Pune,404,CYBERCRIME,16,2,Knife,5,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,1,0,18.5204,73.8567,West,Sharp,Other Crime
2023-01-04 05:29:00,2023,1,3,5,Delhi,576,IDENTITY THEFT,49,0,Firearm,13,0,Not Given,0.0,0.0,0.0,1.0,1,0,0,0,0,28.6139,77.209,North,Gun,Violent Crime
2023-01-04 05:09:00,2023,1,3,5,Hyderabad,145,VANDALISM,68,0,Explosives,19,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,0,0,17.385,78.4867,Unknown,Other,Other Crime
2023-01-04 07:51:00,2023,1,3,7,Agra,104,KIDNAPPING,60,1,Blunt Object,6,0,Not Given,0.0,1.0,0.0,0.0,1,0,0,0,0,27.1767,78.0081,North,Blunt,Other Crime
2023-01-04 11:06:00,2023,1,3,11,Delhi,135,CYBERCRIME,72,1,Blunt Object,6,0,Not Given,0.0,1.0,0.0,0.0,1,0,0,0,0,28.6139,77.209,North,Blunt,Other Crime
2023-01-04 12:57:00,2023,1,3,12,Surat,487,CYBERCRIME,53,0,Other,17,1,07-02-2023 17:00,0.0,1.0,0.0,0.0,0,0,0,1,0,21.1702,72.8311,West,Other,Other Crime
2023-01-04 06:47:00,2023,1,3,6,Delhi,163,IDENTITY THEFT,70,1,Explosives,18,1,18-01-2023 15:00,0.0,0.0,0.0,1.0,1,0,0,0,0,28.6139,77.209,North,Other,Violent Crime
2023-01-04 06:04:00,2023,1,3,6,Kolkata,319,FRAUD,53,2,Explosives,5,0,Not Given,0.0,1.0,0.0,0.0,0,0,1,0,0,22.5726,88.3639,East,Other,Other Crime
2023-01-04 02:32:00,2023,1,3,2,Lucknow,487,TRAFFIC VIOLATION,21,0,Knife,5,1,08-01-2023 19:00,0.0,0.0,1.0,0.0,1,0,0,0,0,26.8467,80.9462,North,Sharp,Traffic Fatality
2023-01-04 06:49:00,2023,1,3,6,Visakhapatnam,291,VEHICLE - STOLEN,75,1,Knife,16,0,Not Given,0.0,0.0,0.0,1.0,0,1,0,0,0,17.6868,83.2185,South,Sharp,Violent Crime
2023-01-04 22:50:00,2023,1,3,22,Bangalore,368,SHOPLIFTING,69,2,Not Given,7,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,0,0,12.9716,77.5946,Unknown,Unknown,Other Crime
2023-01-04 03:46:00,2023,1,3,3,Hyderabad,512,PUBLIC INTOXICATION,65,0,Not Given,3,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,0,0,17.385,78.4867,Unknown,Unknown,Other Crime
2023-01-04 13:58:00,2023,1,3,13,Mumbai,397,VANDALISM,10,1,Blunt Object,2,1,30-03-2023 18:00,0.0,1.0,0.0,0.0,0,0,0,1,0,19.076,72.8777,West,Blunt,Other Crime
2023-01-04 07:10:00,2023,1,3,7,Pune,555,HOMICIDE,27,1,Poison,3,1,21-02-2024 18:00,0.0,1.0,0.0,0.0,0,0,0,1,0,18.5204,73.8567,West,Other,Other Crime
2023-01-04 08:04:00,2023,1,3,8,Ahmedabad,309,DOMESTIC VIOLENCE,36,1,Firearm,14,1,01-02-2023 08:00,0.0,0.0,0.0,1.0,0,0,0,1,0,23.0225,72.5714,West,Gun,Violent Crime
2023-01-04 16:56:00,2023,1,3,16,Mumbai,527,SHOPLIFTING,52,0,Not Given,8,1,16-02-2023 08:00,0.0,1.0,0.0,0.0,0,0,0,1,0,19.076,72.8777,West,Unknown,Other Crime
2023-01-04 22:44:00,2023,1,3,22,Ludhiana,428,SEXUAL ASSAULT,20,1,Not Given,6,1,18-12-2024 02:00,0.0,0.0,0.0,1.0,1,0,0,0,0,30.9,75.8573,North,Unknown,Violent Crime
2023-01-04 20:07:00,2023,1,3,20,Delhi,581,CYBERCRIME,20,1,Other,15,0,Not Given,0.0,1.0,0.0,0.0,1,0,0,0,0,28.6139,77.209,North,Other,Other Crime
2023-01-04 11:44:00,2023,1,3,11,Kolkata,444,SEXUAL ASSAULT,39,2,Other,15,0,Not Given,0.0,0.0,0.0,1.0,0,0,1,0,0,22.5726,88.3639,East,Other,Violent Crime
2023-01-04 16:05:00,2023,1,3,16,Kolkata,320,FRAUD,69,1,Other,5,1,14-03-2023 14:00,0.0,1.0,0.0,0.0,0,0,1,0,0,22.5726,88.3639,East,Other,Other Crime
2023-01-04 14:41:00,2023,1,3,14,Delhi,253,DRUG OFFENSE,31,1,Knife,18,1,26-03-2023 22:00,0.0,1.0,0.0,0.0,1,0,0,0,0,28.6139,77.209,North,Sharp,Other Crime
2023-01-05 12:24:00,2023,1,4,12,Delhi,549,SHOPLIFTING,59,1,Not Given,16,0,Not Given,0.0,1.0,0.0,0.0,1,0,0,0,0,28.6139,77.209,North,Unknown,Other Crime
2023-01-05 06:27:00,2023,1,4,6,Bangalore,376,IDENTITY THEFT,49,2,Other,17,1,02-03-2023 02:00,0.0,0.0,0.0,1.0,0,0,0,0,0,12.9716,77.5946,Unknown,Other,Violent Crime
2023-01-05 01:52:00,2023,1,4,1,Bangalore,445,BURGLARY,74,0,Not Given,7,1,27-06-2023 19:00,0.0,1.0,0.0,0.0,0,0,0,0,0,12.9716,77.5946,Unknown,Unknown,Other Crime
2023-01-05 03:24:00,2023,1,4,3,Mumbai,375,VANDALISM,17,2,Knife,13,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,1,0,19.076,72.8777,West,Sharp,Other Crime
2023-01-04 22:08:00,2023,1,3,22,Delhi,352,ROBBERY,42,2,Poison,4,1,30-06-2023 20:00,0.0,0.0,0.0,1.0,1,0,0,0,0,28.6139,77.209,North,Other,Violent Crime
2023-01-05 15:31:00,2023,1,4,15,Kolkata,256,BURGLARY,70,1,Explosives,12,1,02-03-2023 17:00,0.0,1.0,0.0,0.0,0,0,1,0,0,22.5726,88.3639,East,Other,Other Crime
2023-01-05 06:04:00,2023,1,4,6,Bangalore,441,TRAFFIC VIOLATION,46,0,Explosives,11,0,Not Given,0.0,0.0,1.0,0.0,0,0,0,0,0,12.9716,77.5946,Unknown,Other,Traffic Fatality
2023-01-05 11:00:00,2023,1,4,11,Hyderabad,459,FIREARM OFFENSE,58,1,Knife,12,1,01-02-2023 11:00,1.0,0.0,0.0,0.0,0,0,0,0,0,17.385,78.4867,Unknown,Sharp,Fire Accident
2023-01-05 10:19:00,2023,1,4,10,Kolkata,380,ARSON,56,2,Not Given,11,0,Not Given,1.0,0.0,0.0,0.0,0,0,1,0,0,22.5726,88.3639,East,Unknown,Fire Accident
2023-01-05 14:36:00,2023,1,4,14,Bangalore,421,PUBLIC INTOXICATION,61,0,Explosives,19,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,0,0,12.9716,77.5946,Unknown,Other,Other Crime
2023-01-05 10:11:00,2023,1,4,10,Bangalore,476,ILLEGAL POSSESSION,16,0,Knife,17,1,28-03-2023 04:00,0.0,1.0,0.0,0.0,0,0,0,0,0,12.9716,77.5946,Unknown,Sharp,Other Crime
2023-01-05 17:26:00,2023,1,4,17,Chennai,166,HOMICIDE,54,0,Other,5,1,26-07-2024 14:00,0.0,1.0,0.0,0.0,0,1,0,0,0,13.0827,80.2707,South,Other,Other Crime
2023-01-05 06:39:00,2023,1,4,6,Mumbai,388,DOMESTIC VIOLENCE,73,0,Poison,13,1,23-01-2023 03:00,0.0,0.0,0.0,1.0,0,0,0,1,0,19.076,72.8777,West,Other,Violent Crime
2023-01-05 20:48:00,2023,1,4,20,Mumbai,387,DOMESTIC VIOLENCE,62,2,Explosives,2,1,25-02-2023 21:00,0.0,0.0,0.0,1.0,0,0,0,1,0,19.076,72.8777,West,Other,Violent Crime
2023-01-05 18:25:00,2023,1,4,18,Ahmedabad,395,BURGLARY,60,2,Poison,4,1,18-04-2023 21:00,0.0,1.0,0.0,0.0,0,0,0,1,0,23.0225,72.5714,West,Other,Other Crime
2023-01-05 06:29:00,2023,1,4,6,Delhi,202,DOMESTIC VIOLENCE,56,0,Explosives,6,1,08-02-2023 17:00,0.0,0.0,0.0,1.0,1,0,0,0,0,28.6139,77.209,North,Other,Violent Crime
2023-01-05 23:41:00,2023,1,4,23,Surat,164,ARSON,40,0,Firearm,5,0,Not Given,1.0,0.0,0.0,0.0,0,0,0,1,0,21.1702,72.8311,West,Gun,Fire Accident
2023-01-06 04:56:00,2023,1,5,4,Delhi,503,IDENTITY THEFT,17,0,Other,10,1,04-03-2023 08:00,0.0,0.0,0.0,1.0,1,0,0,0,0,28.6139,77.209,North,Other,Violent Crime
2023-01-05 12:34:00,2023,1,4,12,Ahmedabad,536,VEHICLE - STOLEN,75,1,Not Given,2,0,Not Given,0.0,0.0,0.0,1.0,0,0,0,1,0,23.0225,72.5714,West,Unknown,Violent Crime
2023-01-05 22:18:00,2023,1,4,22,Pune,168,VANDALISM,44,2,Blunt Object,14,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,1,0,18.5204,73.8567,West,Blunt,Other Crime
2023-01-05 11:36:00,2023,1,4,11,Bangalore,272,COUNTERFEITING,34,1,Not Given,3,1,16-02-2023 16:00,0.0,1.0,0.0,0.0,0,0,0,0,0,12.9716,77.5946,Unknown,Unknown,Other Crime
2023-01-05 22:37:00,2023,1,4,22,Mumbai,526,VEHICLE - STOLEN,38,0,Other,16,1,14-02-2023 04:00,0.0,0.0,0.0,1.0,0,0,0,1,0,19.076,72.8777,West,Other,Violent Crime
2023-01-05 15:51:00,2023,1,4,15,Kanpur,459,HOMICIDE,42,1,Blunt Object,17,1,11-01-2024 10:00,0.0,1.0,0.0,0.0,1,0,0,0,0,26.4499,80.3319,North,Blunt,Other Crime
2023-01-05 18:04:00,2023,1,4,18,Kanpur,180,ILLEGAL POSSESSION,60,1,Not Given,12,0,Not Given,0.0,1.0,0.0,0.0,1,0,0,0,0,26.4499,80.3319,North,Unknown,Other Crime
2023-01-06 07:34:00,2023,1,5,7,Chennai,433,KIDNAPPING,73,0,Other,1,1,26-03-2023 02:00,0.0,1.0,0.0,0.0,0,1,0,0,0,13.0827,80.2707,South,Other,Other Crime
2023-01-05 23:12:00,2023,1,4,23,Pune,114,VANDALISM,53,0,Knife,15,1,06-03-2023 05:00,0.0,1.0,0.0,0.0,0,0,0,1,0,18.5204,73.8567,West,Sharp,Other Crime
2023-01-06 08:33:00,2023,1,5,8,Bangalore,227,ROBBERY,32,2,Firearm,4,1,15-05-2023 07:00,0.0,0.0,0.0,1.0,0,0,0,0,0,12.9716,77.5946,Unknown,Gun,Violent Crime
2023-01-06 03:27:00,2023,1,5,3,Lucknow,325,ARSON,50,1,Knife,19,0,Not Given,1.0,0.0,0.0,0.0,1,0,0,0,0,26.8467,80.9462,North,Sharp,Fire Accident
2023-01-05 23:17:00,2023,1,4,23,Pune,501,KIDNAPPING,24,2,Knife,1,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,1,0,18.5204,73.8567,West,Sharp,Other Crime
2023-01-06 13:32:00,2023,1,5,13,Agra,262,VANDALISM,47,1,Other,14,1,03-02-2023 06:00,0.0,1.0,0.0,0.0,1,0,0,0,0,27.1767,78.0081,North,Other,Other Crime
2023-01-06 01:19:00,2023,1,5,1,Kolkata,448,FIREARM OFFENSE,18,0,Knife,14,0,Not Given,1.0,0.0,0.0,0.0,0,0,1,0,0,22.5726,88.3639,East,Sharp,Fire Accident
2023-01-05 23:00:00,2023,1,4,23,Bangalore,505,ROBBERY,41,2,Poison,18,0,Not Given,0.0,0.0,0.0,1.0,0,0,0,0,0,12.9716,77.5946,Unknown,Other,Violent Crime
2023-01-05 23:58:00,2023,1,4,23,Pune,292,SHOPLIFTING,24,0,Blunt Object,12,1,02-02-2023 13:00,0.0,1.0,0.0,0.0,0,0,0,1,0,18.5204,73.8567,West,Blunt,Other Crime
2023-01-06 16:34:00,2023,1,5,16,Ludhiana,362,PUBLIC INTOXICATION,78,0,Not Given,2,1,27-01-2023 12:00,0.0,1.0,0.0,0.0,1,0,0,0,0,30.9,75.8573,North,Unknown,Other Crime
2023-01-06 05:40:00,2023,1,5,5,Kanpur,465,KIDNAPPING,16,2,Explosives,13,0,Not Given,0.0,1.0,0.0,0.0,1,0,0,0,0,26.4499,80.3319,North,Other,Other Crime
2023-01-06 15:06:00,2023,1,5,15,Pune,271,SHOPLIFTING,63,1,Blunt Object,10,1,17-01-2023 13:00,0.0,1.0,0.0,0.0,0,0,0,1,0,18.5204,73.8567,West,Blunt,Other Crime
2023-01-06 06:09:00,2023,1,5,6,Ahmedabad,460,COUNTERFEITING,65,0,Blunt Object,18,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,1,0,23.0225,72.5714,West,Blunt,Other Crime
2023-01-06 06:17:00,2023,1,5,6,Pune,319,ARSON,50,2,Poison,15,1,21-03-2023 23:00,1.0,0.0,0.0,0.0,0,0,0,1,0,18.5204,73.8567,West,Other,Fire Accident
2023-01-06 03:30:00,2023,1,5,3,Bangalore,344,ILLEGAL POSSESSION,48,0,Poison,1,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,0,0,12.9716,77.5946,Unknown,Other,Other Crime
2023-01-07 03:14:00,2023,1,6,3,Mumbai,371,ILLEGAL POSSESSION,20,2,Knife,3,0,Not Given,0.0,1.0,0.0,0.0,0,0,0,1,0,19.076,72.8777,West,Sharp,Other Crime
